0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131
-0.0017628067,-0.13443822,-0.24261336,0.0008030924,0.0073643485,-0.16023642,-0.22731681,0.000730495,0.012339463,-0.160219,-0.22732607,0.0006853967,0.015955823,-0.16006947,-0.22735332,0.0006464093,-0.0087571405,-0.15985583,-0.2230182,0.000764716,-0.013490815,-0.15923919,-0.22303171,0.0007510276,-0.018361129,-0.15840212,-0.22304454,0.0007724157,0.02394782,-0.14971513,-0.097512215,0.00061561045,-0.02399683,-0.14892365,-0.078445785,0.0007418613,0.008131753,-0.10904652,-0.19049077,0.00075884955,-0.0106044,-0.109338194,-0.18543461,0.00081115874,0.06653799,0.0007554886,-0.012858453,-0.0006427428,-0.06653799,-0.0007554886,0.012858446,0.00064286496,0.08227156,0.1754499,-0.1121773,-0.058338776,-0.09804968,0.17343104,-0.12042587,-0.03580208,0.0060527083,0.09144895,-0.27609357,-0.107583575,-0.019218486,0.106818065,-0.34506625,-0.05930295,-0.008214983,0.06008447,-0.31135225,-0.24496773,-0.0042277537,0.07370698,-0.38879254,-0.15797515,-0.0059387404,0.043512978,-0.2920352,-0.27311802,-0.0064594485,0.05763975,-0.36680576,-0.18572149,-0.0017662287,0.052694883,-0.26931602,-0.35975152,-0.009692167,0.06712683,-0.33917657,-0.25773326,0.033042464,0.34008938,0.0811536,-0.0015714748,-0.042184103,0.3409928,0.10164082,-0.00022866928,0.040244326,0.58989483,0.13197452,-0.027487,-0.041656796,0.5886513,0.12954283,-0.0138187865,0.03668767,0.8089905,0.39533475,-0.05376001,-0.033155028,0.8409879,0.3166166,-0.023274768,0.026791764,0.8330569,0.41382608,-0.36612335,-0.024373382,0.86929,0.32839915,-0.23208709,0.04416348,0.901268,0.27199396,-0.07543788,-0.045005742,0.92482543,0.18028814,-0.046777472
-0.008665158,-0.12459325,-0.27828488,0.00086411,-0.00016981481,-0.15247019,-0.2589836,0.00072332396,0.0046696924,-0.15345606,-0.25904393,0.0006391223,0.009946287,-0.15398128,-0.25910217,0.0005824151,-0.014804881,-0.14945666,-0.25534332,0.00073854404,-0.019743871,-0.14872874,-0.25535285,0.0007025804,-0.024253752,-0.14813313,-0.25538298,0.0007456631,0.019320285,-0.1458525,-0.10997155,0.0005183433,-0.027967462,-0.141727,-0.09282834,0.0006662485,0.0015849178,-0.102540344,-0.21917415,0.0008059299,-0.016107306,-0.101469286,-0.21471293,0.00086030504,0.066017516,-0.0020129837,-0.010468696,-0.0005006683,-0.06601746,0.0020129837,0.010468704,0.0005006683,0.09248518,0.17047271,-0.13312563,-0.058842458,-0.10024904,0.1830854,-0.13064957,-0.039122827,0.0033336973,0.094562665,-0.3540286,-0.111575015,-0.025607055,0.11200228,-0.39596373,-0.050129797,-0.009612549,0.060263943,-0.3998337,-0.24416374,-0.012483076,0.07158624,-0.45012787,-0.13586743,-0.010466165,0.046334587,-0.38270494,-0.26487157,-0.015399325,0.05632193,-0.4303907,-0.15793048,-0.006014218,0.054861967,-0.34983987,-0.3443637,-0.017164184,0.067351304,-0.39215386,-0.22526515,0.035030335,0.3360266,0.08103168,-0.0013333561,-0.041231245,0.33820665,0.093619056,-0.0006451367,0.048430115,0.58840567,0.08578933,-0.029114863,-0.039145965,0.59081465,0.10611704,-0.02021367,0.040867988,0.81897455,0.3672448,-0.059390012,-0.02929376,0.83256894,0.3448441,-0.031533144,0.030391326,0.8468768,0.38394827,-0.36668757,-0.020242391,0.86114126,0.3610116,-0.30803892,0.059088495,0.90681255,0.22013342,-0.082269534,-0.04075439,0.9159823,0.19458672,-0.056420494
-0.006858933,-0.12659502,-0.24376385,0.001278573,0.00035046285,-0.1552824,-0.22208813,0.00087338965,0.005402864,-0.1558813,-0.22213368,0.00062972616,0.009946176,-0.15598013,-0.22219282,0.00063375157,-0.012867182,-0.15403648,-0.21873462,0.0008752766,-0.017543081,-0.1541098,-0.21872471,0.0006654517,-0.022721717,-0.15381236,-0.21871354,0.000919053,0.018565599,-0.14561965,-0.07934722,0.00037801178,-0.028450262,-0.1466826,-0.06368202,0.00064067025,0.0023531076,-0.104125895,-0.18842892,0.00090810884,-0.013929074,-0.10447252,-0.18424721,0.0011775602,0.06595224,-0.005797732,-0.009801635,-0.0008515014,-0.06595224,0.005797732,0.009801635,0.0008515014,0.08209278,0.17511833,-0.1382041,-0.091667295,-0.087793395,0.18123394,-0.13492127,-0.0580177,0.010775914,0.052249216,-0.30576116,-0.116867535,-0.024414781,0.055452127,-0.34601253,-0.08567961,8.5414315e-05,0.01102851,-0.34782448,-0.26428396,-0.016569434,0.015934676,-0.395188,-0.22884268,0.00037191078,-0.0025156967,-0.3309184,-0.29409972,-0.018981097,-0.0007152662,-0.37556067,-0.26399413,0.0026104199,0.01127708,-0.30225706,-0.3810755,-0.018596545,0.01310248,-0.342921,-0.34432447,0.03931543,0.3510935,-0.02437448,-0.00024479566,-0.036460463,0.3523302,-0.022764584,0.0003036674,0.047287766,0.60705847,0.002628031,-0.030905891,-0.037183404,0.6123247,-0.010755675,-0.02236597,0.043560605,0.8396685,0.26093358,-0.05832288,-0.029900355,0.8686439,0.20081644,-0.03454965,0.034310073,0.8691493,0.27836367,-0.4073279,-0.02115369,0.90300757,0.21273762,-0.361908,0.06113218,0.9296673,0.110941425,-0.08505806,-0.038825586,0.95154077,0.038079392,-0.06585985
-0.00253155,-0.1316729,-0.2981176,0.0007865585,0.0060746972,-0.1597075,-0.2707577,0.0006286815,0.010386839,-0.15996599,-0.27078643,0.00052396854,0.015666027,-0.15978746,-0.27083743,0.00050054945,-0.008215121,-0.15939538,-0.27653423,0.0006067429,-0.0139318695,-0.15933038,-0.27654013,0.0005169697,-0.02015334,-0.15873817,-0.27655375,0.0005887075,0.023452874,-0.14939274,-0.08413549,0.00041091084,-0.027771274,-0.15011933,-0.10726247,0.0004869556,0.006307946,-0.10787446,-0.22423497,0.0007360863,-0.011702884,-0.10801511,-0.23225096,0.00080001773,0.06579809,-0.0044772187,0.024831548,-0.00041656374,-0.06579809,0.0044771517,-0.024831548,0.00041656374,0.092618205,0.18543977,-0.119158424,-0.06617199,-0.067883,0.1892344,-0.17486125,-0.06693728,0.038392775,0.06700108,-0.38167796,-0.12134239,-0.00090190425,0.06686891,-0.4290434,-0.08628226,0.02970732,0.027205717,-0.4389949,-0.29338363,0.010433879,0.026083821,-0.48536953,-0.21098381,0.029298697,0.010348479,-0.42300886,-0.31804472,0.009419186,0.0077466047,-0.4773297,-0.23938781,0.02845958,0.024507407,-0.3825517,-0.4245059,0.006016553,0.023346411,-0.4297041,-0.33420658,0.04230242,0.34931663,0.03300103,-0.0015348927,-0.03318869,0.35587746,0.00044837277,-0.00071280176,0.06461637,0.61322194,0.042962942,-0.026199639,-0.036317494,0.6275361,0.019019857,-0.01655676,0.06746583,0.8536046,0.32184896,-0.04427837,-0.029837,0.8944887,0.26924047,-0.022835633,0.055494297,0.8832652,0.3405006,-0.3015601,-0.02107678,0.92054784,0.28357673,-0.2678276,0.09727335,0.94808036,0.15452299,-0.063907064,-0.04333878,0.9810987,0.085276954,-0.043724522
-0.0089235585,-0.09917025,-0.15970103,0.0015176884,-0.0033619725,-0.12068825,-0.12797815,0.0014850171,0.0012098964,-0.120685965,-0.1279615,0.00140992,0.0059816125,-0.12045068,-0.12798539,0.0014669186,-0.016102199,-0.119271696,-0.12962677,0.0014636279,-0.020233769,-0.11832787,-0.12963922,0.0013725478,-0.024687646,-0.11705815,-0.12962551,0.001450818,0.013498836,-0.110369585,0.014054917,0.0014199095,-0.02853816,-0.10825488,0.007365648,0.0014501128,0.00039381863,-0.0772441,-0.10917793,0.0013128463,-0.014265378,-0.07549078,-0.111460336,0.0012899294,0.05140432,-0.009224594,0.012494579,-3.87825e-05,-0.05140426,0.009224594,-0.012494579,3.890002e-05,0.061061222,-0.1356828,-0.2123616,-0.023087692,-0.08773841,-0.11858101,-0.2648727,-0.024467055,0.0327034,-0.2461892,-0.37861186,-0.051731035,-0.06935991,-0.22400019,-0.44876808,-0.08118505,0.02569499,-0.26847893,-0.4345306,-0.14319274,-0.060200956,-0.24166743,-0.50805384,-0.22705601,0.02036651,-0.26690227,-0.41922477,-0.15513693,-0.053878877,-0.24279694,-0.4933237,-0.24791782,0.020168016,-0.2577734,-0.38222653,-0.16737774,-0.055253543,-0.2359787,-0.45420414,-0.24325874,0.037138414,0.3194542,-0.030141238,0.0011297459,-0.029823681,0.32392323,-0.040879328,0.0011621822,0.049999338,0.56895655,-0.015737928,-0.04637564,-0.020666253,0.5793959,-0.030914068,-0.049076546,0.056217406,0.7933206,0.14160128,-0.08133242,-0.00565725,0.8044635,0.14069618,-0.07048637,0.046909604,0.82012886,0.14747311,-0.47665134,0.0020872036,0.8334547,0.1475279,-0.5325264,0.07731837,0.87572247,-0.017706485,-0.1261222,-0.010829366,0.89033526,-0.018379375,-0.118754126
-0.011201995,-0.100141406,-0.1845083,0.0010974348,-0.0047880774,-0.12259199,-0.14763717,0.0010877912,-9.9690085e-05,-0.12296645,-0.1475217,0.0010446364,0.0049162763,-0.12317837,-0.14764138,0.0010764601,-0.017359214,-0.12063248,-0.15305094,0.0010763395,-0.021239413,-0.11954975,-0.15312573,0.0010275191,-0.025506258,-0.11826649,-0.1529514,0.0010713972,0.013650068,-0.11517303,-0.0028921426,0.0010681425,-0.029001256,-0.11098786,-0.027921345,0.0010809202,-0.0011786213,-0.07702289,-0.13480249,0.0009949722,-0.015720114,-0.07516566,-0.14207186,0.0009971419,0.05263227,-0.008557195,0.01780342,-8.908219e-05,-0.052632205,0.008557134,-0.01780339,8.920274e-05,0.062552094,-0.14688973,0.0017453601,-0.02908624,-0.08734515,-0.12722811,-0.01869831,-0.025784172,0.045477785,-0.22858,0.116564535,-0.096866824,-0.07605094,-0.21062405,0.12190597,-0.18460362,0.039804794,-0.24258417,0.09703453,-0.26123348,-0.06752569,-0.22975051,0.101680994,-0.4411942,0.03587089,-0.24057189,0.10865957,-0.2838178,-0.06287817,-0.2283446,0.11365628,-0.47470742,0.034349322,-0.2333631,0.115290925,-0.28398067,-0.06298557,-0.21968567,0.11917585,-0.43633315,0.04042873,0.3305826,-0.25023678,0.0008043917,-0.02926742,0.3345685,-0.25913388,0.0008113833,0.053606626,0.58698666,-0.28947234,-0.03151641,-0.020624336,0.59754044,-0.30582047,-0.0366258,0.059938576,0.81513906,-0.118150145,-0.05651319,-0.005131689,0.8300903,-0.11891717,-0.055311244,0.04997065,0.8458082,-0.10892664,-0.42306015,0.0032345636,0.85952526,-0.11004702,-0.49909464,0.08574402,0.8971081,-0.26588827,-0.09051812,-0.0090042325,0.9163733,-0.2712342,-0.093505085
-0.003470725,-0.1092557,-0.21505247,0.0008684927,0.0014186944,-0.12807815,-0.18105339,0.0008615198,0.005549866,-0.12859601,-0.18100104,0.00082256744,0.009660058,-0.12906297,-0.18103914,0.0008529839,-0.01032886,-0.1267641,-0.18454497,0.00085514796,-0.0141978245,-0.12603225,-0.1845728,0.00081860006,-0.017984917,-0.12529469,-0.1845723,0.00085779285,0.013754261,-0.12064054,-0.017724816,0.0008491368,-0.022172352,-0.11732911,-0.03343832,0.00086608826,0.00483063,-0.0878651,-0.1569682,0.0008094631,-0.00927859,-0.08619231,-0.16182181,0.00081992254,0.054703742,-0.010062385,0.027071834,1.5749245e-05,-0.054703742,0.010062445,-0.027071834,-1.5749245e-05,0.10375332,-0.11021881,-0.17797819,-0.022827027,-0.09277604,-0.09815224,-0.26715726,-0.028569732,0.06160744,-0.21068235,-0.3294508,-0.17482732,-0.0770078,-0.19843358,-0.4281398,-0.3561789,0.0491903,-0.23107569,-0.37754288,-0.5127637,-0.06787624,-0.22489212,-0.48310578,-0.7705399,0.04267865,-0.22845134,-0.35007986,-0.5522773,-0.06250545,-0.22118282,-0.45733553,-0.810574,0.04478845,-0.21770301,-0.32711783,-0.5259908,-0.063242175,-0.21034938,-0.42862213,-0.7338714,0.045441862,0.32334858,-0.0044393954,0.00042474872,-0.024463808,0.32970935,-0.037466213,0.0004023872,0.057987757,0.58849686,-0.012342599,-0.028014902,-0.014435205,0.60110646,-0.05175742,-0.040134005,0.05154217,0.8134798,0.15216386,-0.054683182,0.0016051006,0.8329404,0.110991426,-0.05430027,0.044373136,0.8424662,0.15916368,-0.34279627,0.007946816,0.8646583,0.11682503,-0.48852307,0.08345874,0.8945815,-0.013309519,-0.08687921,-0.002327462,0.91826355,-0.06654584,-0.09079945
0.0045969947,-0.042050973,-0.056417998,0.004993913,0.0054241987,-0.051442456,-0.046250824,0.0048175533,0.006564094,-0.05119105,-0.04624381,0.004360749,0.0077727777,-0.05089442,-0.046251062,0.0047565466,0.0011300596,-0.05237692,-0.0596325,0.0048403377,-0.0009383547,-0.052671745,-0.059638523,0.004715834,-0.003158259,-0.05292097,-0.059618596,0.004969075,0.0058737514,-0.04708902,0.01174582,0.004721997,-0.009800199,-0.049508847,-0.049707867,0.0049802177,0.005964359,-0.03195293,-0.034694362,0.0047002085,4.0152503e-05,-0.032989424,-0.052879542,0.004776156,0.015208213,0.0050265645,0.06464449,-0.00424303,-0.015208243,-0.0050265645,-0.06464449,0.00424303,0.032260515,-0.045464963,0.12417479,-0.6739134,-0.018494992,-0.1030082,-0.079605356,-0.0012741728,-0.011356373,-0.07134748,0.17243895,-0.9600704,-0.035047192,-0.10905517,0.024762627,-0.44603178,-0.024092685,-0.0851714,0.17379172,-0.9807965,-0.043409154,-0.10535111,0.023456274,-0.6346092,-0.022631167,-0.07507165,0.18037103,-0.9803728,-0.04249405,-0.09950364,0.025099905,-0.6532895,-0.020110492,-0.06767633,0.17210557,-0.9682643,-0.03922769,-0.09879214,0.02501118,-0.596078,0.015901761,0.17099707,0.04125865,-0.009229722,0.000760781,0.17049806,-0.06539652,-0.0026699859,0.013888409,0.3087546,0.046904653,-0.9284051,0.0051824744,0.32024044,-0.06999066,-0.14468965,0.005914433,0.42912775,0.05623068,-0.81328756,0.003408792,0.45704898,-0.08138542,-0.1347782,-0.0012635589,0.44766912,0.0555028,-0.68136376,-0.001375768,0.47621992,-0.084441334,-0.13977267,0.03649539,0.46449238,0.022244828,-0.5923044,0.03902995,0.47236577,-0.14180154,-0.17575231
-0.0028653466,-0.061126206,-0.06225607,0.0058458927,0.0032085108,-0.069346376,-0.06528882,0.0059321555,0.0048063206,-0.06883072,-0.06528501,0.00591659,0.0064177415,-0.06815536,-0.06530913,0.005952178,1.8411343e-05,-0.07030013,-0.045238037,0.0058116075,-0.0006254714,-0.07043103,-0.045222424,0.0055885455,-0.0012593084,-0.070575275,-0.04520034,0.0057878816,0.0101471525,-0.059979938,-0.061837647,0.0058582355,0.00031216998,-0.06378913,0.027542548,0.005676248,-0.0016228382,-0.04969561,-0.06083862,0.004894606,-0.0051923073,-0.05073621,-0.035257675,0.005099359,0.0068000597,-0.008915376,-0.11967412,0.0055343057,-0.0068000597,0.008915341,0.11967412,-0.005534374,-0.02455967,-0.0984857,-0.15696023,-0.004902217,-0.03497648,-0.046259478,0.23313424,-0.90182024,0.0022321611,-0.15939492,-0.11869772,-0.050526142,-0.020163368,-0.10694573,0.32733303,-0.8996735,0.0139351925,-0.16915272,-0.13278118,-0.09098426,-0.014174643,-0.122948155,0.34214103,-0.9275696,0.015778488,-0.1620971,-0.1374465,-0.094404384,-0.008960324,-0.12137678,0.34434286,-0.93092185,0.012402868,-0.15756181,-0.121431,-0.108094536,-0.011141434,-0.11667518,0.32689863,-0.9076356,-0.005139542,0.18710999,-0.08427801,0.004356323,-0.0131277675,0.19245271,0.078114,0.0027730158,0.010266844,0.34741443,-0.09222135,-0.24008603,0.0046745613,0.34027845,0.09742514,-0.91231424,0.032710787,0.5021578,-0.10249365,-0.15186349,0.025281895,0.48092547,0.1570475,-0.70771253,0.04293933,0.5226819,-0.106006645,-0.18370928,0.035304178,0.5049487,0.16086619,-0.4946837,0.0020369391,0.54355043,-0.18524855,-0.11520447,-0.006068715,0.51063186,0.121937126,-0.44278258
-0.004094381,-0.106742,-0.23401171,0.0004365115,0.0028527633,-0.12754808,-0.18931586,0.0004301618,0.007145853,-0.12710372,-0.18919975,0.0004155948,0.0121152485,-0.12665059,-0.18933117,0.00042543066,-0.010180703,-0.12745203,-0.19727273,0.0004269247,-0.014387885,-0.12680878,-0.19735001,0.00041011663,-0.018654268,-0.12585974,-0.19713853,0.00042493263,0.019171957,-0.114599526,-0.013645514,0.00041298024,-0.023942893,-0.11349716,-0.050732464,0.00041634185,0.0044812774,-0.08425525,-0.17407387,0.00040401594,-0.01020274,-0.082766116,-0.18482138,0.00041036564,0.054887027,-0.004860766,0.025254171,2.6270372e-05,-0.05488709,0.004860828,-0.025254155,-2.6394877e-05,0.089248426,-0.15239239,0.013731251,-0.018385401,-0.100368515,-0.14349121,-0.012209141,-0.02672581,0.070251524,-0.23696378,0.10467754,-0.071576804,-0.08238109,-0.2254638,0.12466164,-0.1377937,0.063552015,-0.24551229,0.07913396,-0.25058874,-0.06447372,-0.2334028,0.10051356,-0.40344894,0.055682547,-0.24429496,0.08676264,-0.27188006,-0.062031448,-0.23055343,0.10899951,-0.43236476,0.055909332,-0.23910226,0.101059265,-0.26970845,-0.0668896,-0.22446422,0.12109235,-0.39130133,0.033990066,0.33469328,-0.2645604,0.00018239857,-0.039759837,0.3365637,-0.27839983,0.00018028199,0.04128171,0.6011101,-0.3053631,-0.027848836,-0.037292663,0.6071899,-0.33112863,-0.035133947,0.045375906,0.84744716,-0.112510994,-0.049638927,-0.027079899,0.8614266,-0.12286216,-0.041497726,0.03291989,0.8793309,-0.10263376,-0.31270784,-0.01579528,0.8950695,-0.11398226,-0.3860282,0.07247678,0.92713475,-0.28089556,-0.06769925,-0.03711792,0.95058364,-0.30102757,-0.0662982
